Local time,Open,High,Low,Close,Volume
26.01.2017 01:00:00.000 GMT+0100,64.130,64.540,63.560,64.320,23750835.4187
27.01.2017 01:00:00.000 GMT+0100,65.600,65.910,64.910,65.810,24288915.6342
30.01.2017 01:00:00.000 GMT+0100,65.700,65.790,64.810,65.130,44669151.3062
31.01.2017 01:00:00.000 GMT+0100,64.910,65.150,64.270,64.650,39736206.0547
01.02.2017 01:00:00.000 GMT+0100,64.360,64.640,63.480,63.590,26409959.7931
02.02.2017 01:00:00.000 GMT+0100,63.350,63.420,62.760,63.172,30979000.0916
03.02.2017 01:00:00.000 GMT+0100,63.510,63.700,63.080,63.684,33463993.0725
06.02.2017 01:00:00.000 GMT+0100,63.504,63.654,63.140,63.654,25839410.7819
07.02.2017 01:00:00.000 GMT+0100,63.754,63.780,63.240,63.432,29103532.7911
08.02.2017 01:00:00.000 GMT+0100,63.575,63.763,63.230,63.344,23080703.7354
09.02.2017 01:00:00.000 GMT+0100,63.525,64.440,63.320,64.072,23050210.9528
10.02.2017 01:00:00.000 GMT+0100,64.290,64.302,63.990,64.004,19743080.1392
13.02.2017 01:00:00.000 GMT+0100,64.404,64.860,64.140,64.721,19363574.9817
14.02.2017 01:00:00.000 GMT+0100,64.505,64.710,64.030,64.595,26122833.252
15.02.2017 01:00:00.000 GMT+0100,64.500,64.570,64.162,64.534,20753244.4
16.02.2017 01:00:00.000 GMT+0100,64.744,65.240,64.450,64.532,25008991.2415
17.02.2017 01:00:00.000 GMT+0100,64.475,64.690,64.310,64.621,16919101.7151
21.02.2017 01:00:00.000 GMT+0100,64.611,64.950,64.460,64.461,20638614.6545
22.02.2017 01:00:00.000 GMT+0100,64.352,64.403,64.064,64.374,15283089.6378
23.02.2017 01:00:00.000 GMT+0100,64.452,64.730,64.200,64.625,21752597.8088
24.02.2017 01:00:00.000 GMT+0100,64.504,64.800,64.150,64.621,27128986.3586
27.02.2017 01:00:00.000 GMT+0100,64.545,64.545,64.050,64.232,20718204.4983
28.02.2017 01:00:00.000 GMT+0100,64.142,64.180,63.770,63.991,17636079.7882
01.03.2017 01:00:00.000 GMT+0100,64.152,65.000,64.030,64.944,26608858.1085
02.03.2017 01:00:00.000 GMT+0100,64.692,64.752,63.890,64.024,16008834.8389
03.03.2017 01:00:00.000 GMT+0100,63.992,64.280,63.630,64.242,20336240.7684
06.03.2017 01:00:00.000 GMT+0100,64.002,64.560,63.820,64.285,16272115.7074
07.03.2017 01:00:00.000 GMT+0100,64.243,64.780,64.200,64.403,19917909.6222
08.03.2017 01:00:00.000 GMT+0100,64.275,65.090,64.275,64.991,18163698.1964
09.03.2017 01:00:00.000 GMT+0100,65.191,65.205,64.490,64.754,23871055.603
10.03.2017 01:00:00.000 GMT+0100,65.122,65.260,64.750,64.952,23444118.4998
13.03.2017 01:00:00.000 GMT+0100,65.061,65.205,64.708,64.791,147132797.2412
14.03.2017 01:00:00.000 GMT+0100,64.538,64.751,64.228,64.241,166091400.1465
15.03.2017 01:00:00.000 GMT+0100,64.582,64.930,64.260,64.731,26434440.6128
16.03.2017 01:00:00.000 GMT+0100,64.772,64.773,64.310,64.653,22190086.3647
17.03.2017 01:00:00.000 GMT+0100,64.880,65.240,64.680,64.870,13500000
20.03.2017 01:00:00.000 GMT+0100,64.880,65.180,64.730,64.930,10359999.6567
21.03.2017 01:00:00.000 GMT+0100,65.180,65.500,64.140,64.220,31850000.3815
22.03.2017 01:00:00.000 GMT+0100,64.221,65.150,64.200,65.050,28989999.7711
23.03.2017 01:00:00.000 GMT+0100,64.880,65.230,64.770,64.870,30209999.0845
24.03.2017 01:00:00.000 GMT+0100,65.070,65.450,64.770,65.023,39599437.7136
27.03.2017 02:00:00.000 GMT+0200,64.630,65.224,64.360,65.104,36340000.1526
28.03.2017 02:00:00.000 GMT+0200,64.902,65.474,64.663,65.304,47799999.2371
29.03.2017 02:00:00.000 GMT+0200,65.160,65.504,64.952,65.474,35729999.5422
30.03.2017 02:00:00.000 GMT+0200,65.444,65.984,65.384,65.724,37830001.8311
31.03.2017 02:00:00.000 GMT+0200,65.661,66.194,65.464,65.881,29549999.2371
03.04.2017 02:00:00.000 GMT+0200,65.852,65.944,65.200,65.562,136310577.3926
04.04.2017 02:00:00.000 GMT+0200,65.392,65.813,65.291,65.751,128985000.6104
05.04.2017 02:00:00.000 GMT+0200,65.942,66.354,65.451,65.572,144092666.626
06.04.2017 02:00:00.000 GMT+0200,65.662,66.062,65.491,65.744,144380279.541
07.04.2017 02:00:00.000 GMT+0200,65.855,65.964,65.451,65.701,132410369.873
10.04.2017 02:00:00.000 GMT+0200,65.803,65.822,65.371,65.552,126265129.0894
11.04.2017 02:00:00.000 GMT+0200,65.504,65.623,64.861,65.513,161246246.3379
12.04.2017 02:00:00.000 GMT+0200,65.452,65.514,65.121,65.242,145188217.1631
